"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"28","P0AFG0","NUSG_ECOLI","reviewed","Transcription termination/antitermination protein NusG","nusG b3982 JW3945","Escherichia coli (strain K12)",181,"","948485;","ecj:JW3945;eco:b3982;",NA,NA,"NP_418409.1;WP_001287516.1;",NA,"cytosol [GO:0005829]; DNA-templated transcription, elongation [GO:0006354]; DNA-templated transcription, termination [GO:0006353]; regulation of DNA-templated transcription, elongation [GO:0032784]; transcription antitermination [GO:0031564]","GO:0005829; GO:0006353; GO:0006354; GO:0031564; GO:0032784",NA,"P0ACJ8; P0AG30","GO:0005829 GO:0006353 GO:0006354 GO:0031564 GO:0032784"
"29","P0ADA7","OSMB_ECOLI","reviewed","Osmotically-inducible lipoprotein B","osmB b1283 JW1275","Escherichia coli (strain K12)",72,"","945866;","ecj:JW1275;eco:b1283;",NA,NA,"NP_415799.1;WP_000498253.1;",NA,"outer membrane [GO:0019867]; plasma membrane [GO:0005886]","GO:0005886; GO:0019867",NA,"","GO:0005886 GO:0019867"
"30","P69801","PTNC_ECOLI","reviewed","PTS system mannose-specific EIIC component (EII-P-Man) (EIIC-Man) (Mannose permease IIC component)","manY pel ptsP b1818 JW1807","Escherichia coli (strain K12)",266,"","946332;","ecj:JW1807;eco:b1818;",NA,NA,"NP_416332.1;WP_000406926.1;",NA,"integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity [GO:0022870]; glucose import across plasma membrane [GO:0098708]; mannose transmembrane transport [GO:0015761]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]","GO:0005886; GO:0005887; GO:0009401; GO:0015761; GO:0016020; GO:0022870; GO:0098708",NA,"","GO:0005886 GO:0005887 GO:0009401 GO:0015761 GO:0016020 GO:0022870 GO:0098708"
"31","P69805","PTND_ECOLI","reviewed","PTS system mannose-specific EIID component (EII-M-Man) (EIID-Man) (Mannose permease IID component)","manZ gptB ptsM b1819 JW1808","Escherichia coli (strain K12)",283,"","946342;","ecj:JW1808;eco:b1819;",NA,NA,"NP_416333.4;WP_000228655.1;",NA,"integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity [GO:0022870]; glucose import across plasma membrane [GO:0098708]; mannose transmembrane transport [GO:0015761]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]","GO:0005886; GO:0005887; GO:0009401; GO:0015761; GO:0016020; GO:0022870; GO:0098708",NA,"","GO:0005886 GO:0005887 GO:0009401 GO:0015761 GO:0016020 GO:0022870 GO:0098708"
"32","Q46890","OTNC_ECOLI","reviewed","3-oxo-tetronate 4-phosphate decarboxylase (EC 4.1.1.104)","otnC ygbL b2738 JW2708","Escherichia coli (strain K12)",212,"4.1.1.104","947197;","ecj:JW2708;eco:b2738;",NA,NA,"NP_417218.1;WP_001278994.1;",NA,"cytosol [GO:0005829]; aldehyde-lyase activity [GO:0016832]; metal ion binding [GO:0046872]; pentose catabolic process [GO:0019323]","GO:0005829; GO:0016832; GO:0019323; GO:0046872",NA,"","GO:0005829 GO:0016832 GO:0019323 GO:0046872"
"33","P69829","PTSN_ECOLI","reviewed","Nitrogen regulatory protein (Enzyme IIA-NTR) (PTS system EIIA component) (Phosphotransferase enzyme IIA component)","ptsN rpoP yhbI b3204 JW3171","Escherichia coli (strain K12)",163,"","947721;","ecj:JW3171;eco:b3204;",NA,NA,"NP_417671.1;WP_000183676.1;",NA,"cytosol [GO:0005829]; enzyme inhibitor activity [GO:0004857]; kinase activity [GO:0016301]; protein kinase activator activity [GO:0030295]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; regulation of ion transmembrane transporter activity [GO:0032412]; response to organonitrogen compound [GO:0010243]","GO:0004857; GO:0005829; GO:0008982; GO:0009401; GO:0010243; GO:0016301; GO:0030295; GO:0032412",NA,"P21865; P0AGI8","GO:0004857 GO:0005829 GO:0008982 GO:0009401 GO:0010243 GO:0016301 GO:0030295 GO:0032412"
"34","P32664","NUDC_ECOLI","reviewed","NADH pyrophosphatase (EC 3.6.1.22)","nudC yjaD b3996 JW5548","Escherichia coli (strain K12)",257,"3.6.1.22","948498;","ecj:JW5548;eco:b3996;",NA,NA,"WP_000373940.1;YP_026280.1;",NA,"cytosol [GO:0005829]; hydrolase activity [GO:0016787]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; NAD+ diphosphatase activity [GO:0000210]; NADH pyrophosphatase activity [GO:0035529]; zinc ion binding [GO:0008270]; NAD catabolic process [GO:0019677]; NADH metabolic process [GO:0006734]; NADP catabolic process [GO:0006742]","GO:0000210; GO:0000287; GO:0005829; GO:0006734; GO:0006742; GO:0008270; GO:0016787; GO:0019677; GO:0030145; GO:0035529",NA,"","GO:0000210 GO:0000287 GO:0005829 GO:0006734 GO:0006742 GO:0008270 GO:0016787 GO:0019677 GO:0030145 GO:0035529"
"35","P0AFC7","NUOB_ECOLI","reviewed","NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B) (NUO2)","nuoB b2287 JW5875","Escherichia coli (strain K12)",220,"7.1.1.-","946738;","ecj:JW5875;eco:b2287;",NA,NA,"NP_416790.1;WP_000386733.1;WP_046608242.1;",NA,"membrane [GO:0016020]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; electron transport coupled proton transport [GO:0015990]","GO:0005506; GO:0005886; GO:0008137; GO:0009060; GO:0015990; GO:0016020; GO:0030964; GO:0045272; GO:0048038; GO:0051539",NA,"","GO:0005506 GO:0005886 GO:0008137 GO:0009060 GO:0015990 GO:0016020 GO:0030964 GO:0045272 GO:0048038 GO:0051539"
"36","P31979","NUOF_ECOLI","reviewed","NADH-quinone oxidoreductase subunit F (EC 7.1.1.-) (NADH dehydrogenase I subunit F) (NDH-1 subunit F) (NUO6)","nuoF b2284 JW2279","Escherichia coli (strain K12)",445,"7.1.1.-","946753;","ecj:JW2279;eco:b2284;",NA,NA,"NP_416787.1;WP_000789500.1;",NA,"NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; 4 iron, 4 sulfur cluster binding [GO:0051539]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]","GO:0005886; GO:0008137; GO:0009060; GO:0010181; GO:0030964; GO:0045272; GO:0045333; GO:0046872; GO:0048038; GO:0051287; GO:0051539",NA,"","GO:0005886 GO:0008137 GO:0009060 GO:0010181 GO:0030964 GO:0045272 GO:0045333 GO:0046872 GO:0048038 GO:0051287 GO:0051539"
"37","P33602","NUOG_ECOLI","reviewed","NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)","nuoG b2283 JW2278","Escherichia coli (strain K12)",908,"7.1.1.-","946762;","ecj:JW2278;eco:b2283;",NA,NA,"NP_416786.4;WP_000190939.1;",NA,"NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; cellular respiration [GO:0045333]","GO:0005886; GO:0008137; GO:0009055; GO:0009060; GO:0030964; GO:0042773; GO:0043546; GO:0045272; GO:0045333; GO:0046872; GO:0048038; GO:0051537; GO:0051539",NA,"P33599; P0AFD1","GO:0005886 GO:0008137 GO:0009055 GO:0009060 GO:0030964 GO:0042773 GO:0043546 GO:0045272 GO:0045333 GO:0046872 GO:0048038 GO:0051537 GO:0051539"
"38","P0AFD6","NUOI_ECOLI","reviewed","NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9)","nuoI b2281 JW2276","Escherichia coli (strain K12)",180,"7.1.1.-","946757;","ecj:JW2276;eco:b2281;",NA,NA,"NP_416784.1;WP_000172749.1;",NA,"NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (quinone) activity [GO:0050136]; quinone binding [GO:0048038]; aerobic respiration [GO:0009060]","GO:0005506; GO:0005886; GO:0009060; GO:0030964; GO:0045272; GO:0048038; GO:0050136; GO:0051539",NA,"","GO:0005506 GO:0005886 GO:0009060 GO:0030964 GO:0045272 GO:0048038 GO:0050136 GO:0051539"
"39","P33607","NUOL_ECOLI","reviewed","NADH-quinone oxidoreductase subunit L (EC 7.1.1.-) (NADH dehydrogenase I subunit L) (NDH-1 subunit L) (NUO12)","nuoL b2278 JW2273","Escherichia coli (strain K12)",613,"7.1.1.-","945540;","ecj:JW2273;eco:b2278;",NA,NA,"NP_416781.1;WP_001056643.1;",NA,"integral component of plasma membrane [GO:0005887]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]","GO:0005886; GO:0005887; GO:0008137; GO:0015990; GO:0030964; GO:0042773; GO:0045272; GO:0048038",NA,"","GO:0005886 GO:0005887 GO:0008137 GO:0015990 GO:0030964 GO:0042773 GO:0045272 GO:0048038"
"40","P0AFE8","NUOM_ECOLI","reviewed","NADH-quinone oxidoreductase subunit M (EC 7.1.1.-) (NADH dehydrogenase I subunit M) (NDH-1 subunit M) (NUO13)","nuoM b2277 JW2272","Escherichia coli (strain K12)",509,"7.1.1.-","947731;","ecj:JW2272;eco:b2277;",NA,NA,"NP_416780.1;WP_000926441.1;",NA,"integral component of plasma membrane [GO:0005887]; NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; plasma membrane respiratory chain complex I [GO:0045272]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]; aerobic respiration [GO:0009060]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]","GO:0005886; GO:0005887; GO:0008137; GO:0009060; GO:0015990; GO:0030964; GO:0042773; GO:0045272; GO:0048039",NA,"","GO:0005886 GO:0005887 GO:0008137 GO:0009060 GO:0015990 GO:0030964 GO:0042773 GO:0045272 GO:0048039"
"41","P0AFF2","NUPC_ECOLI","reviewed","Nucleoside permease NupC (Nucleoside-transport system protein NupC)","nupC cru b2393 JW2389","Escherichia coli (strain K12)",400,"","946895;","ecj:JW2389;eco:b2393;",NA,NA,"NP_416894.1;WP_000376337.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; cytidine transmembrane transporter activity [GO:0015212]; nucleoside transmembrane transporter activity [GO:0005337]; nucleoside:proton symporter activity [GO:0015506]; uridine transmembrane transporter activity [GO:0015213]; nucleoside transmembrane transport [GO:1901642]; nucleoside transport [GO:0015858]","GO:0005337; GO:0005886; GO:0005887; GO:0015212; GO:0015213; GO:0015506; GO:0015858; GO:1901642",NA,"","GO:0005337 GO:0005886 GO:0005887 GO:0015212 GO:0015213 GO:0015506 GO:0015858 GO:1901642"
"42","P0AG82","PSTS_ECOLI","reviewed","Phosphate-binding protein PstS (PBP)","pstS phoS b3728 JW3706","Escherichia coli (strain K12)",346,"","948237;","ecj:JW3706;eco:b3728;",NA,NA,"NP_418184.1;WP_000867146.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; phosphate ion binding [GO:0042301]; cellular response to DNA damage stimulus [GO:0006974]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; regulation of phosphatase activity [GO:0010921]; response to radiation [GO:0009314]","GO:0006817; GO:0006974; GO:0009314; GO:0010921; GO:0030288; GO:0035435; GO:0042301; GO:0043190",NA,"","GO:0006817 GO:0006974 GO:0009314 GO:0010921 GO:0030288 GO:0035435 GO:0042301 GO:0043190"
"43","P0AFI5","PBP7_ECOLI","reviewed","D-alanyl-D-alanine endopeptidase (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 7) (PBP-7)","pbpG yohB b2134 JW5355","Escherichia coli (strain K12)",310,"3.4.21.-","946662;","ecj:JW5355;eco:b2134;",NA,NA,"NP_416638.4;WP_001319943.1;",NA,"periplasmic space [GO:0042597]; endopeptidase activity [GO:0004175]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]; regulation of cell shape [GO:0008360]; response to drug [GO:0042493]","GO:0000270; GO:0004175; GO:0008360; GO:0009002; GO:0009252; GO:0042493; GO:0042597; GO:0043093; GO:0071555",NA,"","GO:0000270 GO:0004175 GO:0008360 GO:0009002 GO:0009252 GO:0042493 GO:0042597 GO:0043093 GO:0071555"
"44","P76261","PDED_ECOLI","reviewed","Probable cyclic di-GMP phosphodiesterase PdeD (EC 3.1.4.52)","pdeD adrB yoaD b1815 JW1804","Escherichia coli (strain K12)",532,"3.1.4.52","946336;","ecj:JW1804;eco:b1815;",NA,NA,"NP_416329.4;WP_001295494.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; cellular response to DNA damage stimulus [GO:0006974]","GO:0005886; GO:0006974; GO:0016021; GO:0071111",NA,"","GO:0005886 GO:0006974 GO:0016021 GO:0071111"
"45","P77172","PDEF_ECOLI","reviewed","Cyclic di-GMP phosphodiesterase PdeF (EC 3.1.4.52)","pdeF yfgF b2503 JW2488","Escherichia coli (strain K12)",747,"3.1.4.52","946968;","ecj:JW2488;eco:b2503;",NA,NA,"NP_416998.1;WP_000772731.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; nucleotide binding [GO:0000166]; cellular response to anoxia [GO:0071454]; cellular response to hydrogen peroxide [GO:0070301]; regulation of single-species biofilm formation [GO:1900190]","GO:0000166; GO:0005886; GO:0016021; GO:0070301; GO:0071111; GO:0071454; GO:1900190",NA,"","GO:0000166 GO:0005886 GO:0016021 GO:0070301 GO:0071111 GO:0071454 GO:1900190"
"46","P25906","PDXI_ECOLI","reviewed","Pyridoxine 4-dehydrogenase (EC 1.1.1.65)","pdxI ydbC b1406 JW1403","Escherichia coli (strain K12)",286,"1.1.1.65","945980;","ecj:JW1403;eco:b1406;",NA,NA,"NP_415924.1;WP_000097801.1;",NA,"cytosol [GO:0005829]; pyridoxine:NADP 4-dehydrogenase activity [GO:0050236]","GO:0005829; GO:0050236",NA,"","GO:0005829 GO:0050236"
"47","P40191","PDXK_ECOLI","reviewed","Pyridoxine/pyridoxal/pyridoxamine kinase (PN/PL/PM kinase) (EC 2.7.1.35) (B6-vitamer kinase) (Pyridoxal kinase 1) (PL kinase 1)","pdxK yfeI b2418 JW2411","Escherichia coli (strain K12)",283,"2.7.1.35","946881;","ecj:JW2411;eco:b2418;",NA,NA,"NP_416913.1;WP_000096674.1;",NA,"cytosol [GO:0005829]; ATP binding [GO:0005524]; hydroxymethylpyrimidine kinase activity [GO:0008902]; magnesium ion binding [GO:0000287]; metal ion binding [GO:0046872]; potassium ion binding [GO:0030955]; pyridoxal kinase activity [GO:0008478]; pyridoxal phosphate binding [GO:0030170]; zinc ion binding [GO:0008270]; pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxine biosynthetic process [GO:0008615]","GO:0000287; GO:0005524; GO:0005829; GO:0008270; GO:0008478; GO:0008615; GO:0008902; GO:0009443; GO:0030170; GO:0030955; GO:0046872",NA,"","GO:0000287 GO:0005524 GO:0005829 GO:0008270 GO:0008478 GO:0008615 GO:0008902 GO:0009443 GO:0030170 GO:0030955 GO:0046872"
"48","P0A794","PDXJ_ECOLI","reviewed","Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)","pdxJ b2564 JW2548","Escherichia coli (strain K12)",243,"2.6.99.2","947039;","ecj:JW2548;eco:b2564;",NA,NA,"NP_417059.1;WP_001297412.1;",NA,"cytosol [GO:0005829]; identical protein binding [GO:0042802]; pyridoxine 5'-phosphate synthase activity [GO:0033856]; pyridoxine biosynthetic process [GO:0008615]","GO:0005829; GO:0008615; GO:0033856; GO:0042802",NA,"","GO:0005829 GO:0008615 GO:0033856 GO:0042802"
"49","P77528","PEAD_ECOLI","reviewed","Putative protein PeaD","peaD ybcD b4508","Escherichia coli (strain K12)",78,"","","",NA,NA,"",NA,"DNA replication initiation [GO:0006270]","GO:0006270",NA,"","GO:0006270"
"50","P0AB89","PUR8_ECOLI","reviewed","Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)","purB b1131 JW1117","Escherichia coli (strain K12)",456,"4.3.2.2","945695;","ecj:JW1117;eco:b1131;",NA,NA,"NP_415649.1;WP_000423742.1;",NA,"cytosol [GO:0005829]; (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; cellular response to DNA damage stimulus [GO:0006974]","GO:0004018; GO:0005829; GO:0006189; GO:0006974; GO:0044208; GO:0070626",NA,"P0AFG8","GO:0004018 GO:0005829 GO:0006189 GO:0006974 GO:0044208 GO:0070626"
"51","P75995","PDEG_ECOLI","reviewed","Probable cyclic di-GMP phosphodiesterase PdeG (EC 3.1.4.52)","pdeG ycgG b1168 JW5174","Escherichia coli (strain K12)",507,"3.1.4.52","945738;","ecj:JW5174;eco:b1168;",NA,NA,"NP_415686.2;WP_001246499.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]","GO:0005886; GO:0016021; GO:0071111",NA,"","GO:0005886 GO:0016021 GO:0071111"
"52","P37646","PDEH_ECOLI","reviewed","Cyclic di-GMP phosphodiesterase PdeH (EC 3.1.4.52)","pdeH yhjH b3525 JW3493","Escherichia coli (strain K12)",255,"3.1.4.52","948042;","ecj:JW3493;eco:b3525;",NA,NA,"NP_417982.2;WP_001295219.1;",NA,"cyclic-guanylate-specific phosphodiesterase activity [GO:0071111]; nucleotide binding [GO:0000166]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]","GO:0000166; GO:0071111; GO:1902021",NA,"","GO:0000166 GO:0071111 GO:1902021"
"53","P19624","PDXA_ECOLI","reviewed","4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)","pdxA b0052 JW0051","Escherichia coli (strain K12)",329,"1.1.1.262","944919;","ecj:JW0051;eco:b0052;",NA,NA,"NP_414594.1;WP_000241277.1;",NA,"cytoplasm [GO:0005737]; 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570]; cobalt ion binding [GO:0050897]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]","GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042802; GO:0042823; GO:0050570; GO:0050897; GO:0051287",NA,"Itself","GO:0000287 GO:0005737 GO:0008270 GO:0008615 GO:0042802 GO:0042823 GO:0050570 GO:0050897 GO:0051287"
"54","P0A7D4","PURA_ECOLI","reviewed","Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)","purA adeK b4177 JW4135","Escherichia coli (strain K12)",432,"6.3.4.4","948695;","ecj:JW4135;eco:b4177;",NA,NA,"NP_418598.1;WP_000527955.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; adenosine biosynthetic process [GO:0046086]; cellular response to DNA damage stimulus [GO:0006974]; IMP metabolic process [GO:0046040]; nucleobase-containing small molecule interconversion [GO:0015949]; purine nucleotide biosynthetic process [GO:0006164]","GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0005829; GO:0006164; GO:0006974; GO:0015949; GO:0016020; GO:0044208; GO:0046040; GO:0046086",NA,"","GO:0000287 GO:0004019 GO:0005525 GO:0005737 GO:0005829 GO:0006164 GO:0006974 GO:0015949 GO:0016020 GO:0044208 GO:0046040 GO:0046086"
"55","P0AFI7","PDXH_ECOLI","reviewed","Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)","pdxH b1638 JW1630","Escherichia coli (strain K12)",218,"1.4.3.5","946806;","ecj:JW1630;eco:b1638;",NA,NA,"NP_416155.1;WP_001282319.1;",NA,"cytosol [GO:0005829]; protein-containing complex [GO:0032991]; FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]; phosphate ion binding [GO:0042301]; protein homodimerization activity [GO:0042803]; pyridoxamine-phosphate oxidase activity [GO:0004733]; riboflavin binding [GO:1902444]; oxidation-reduction process [GO:0055114]; pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxine biosynthetic process [GO:0008615]","GO:0004733; GO:0005829; GO:0008615; GO:0009443; GO:0010181; GO:0016491; GO:0032991; GO:0042301; GO:0042803; GO:0055114; GO:1902444",NA,"","GO:0004733 GO:0005829 GO:0008615 GO:0009443 GO:0010181 GO:0016491 GO:0032991 GO:0042301 GO:0042803 GO:0055114 GO:1902444"
"56","P0AFG3","ODO1_ECOLI","reviewed","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)","sucA b0726 JW0715","Escherichia coli (strain K12)",933,"1.2.4.2","945303;","ecj:JW0715;eco:b0726;",NA,NA,"NP_415254.1;WP_001181473.1;",NA,"cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]","GO:0000287; GO:0004591; GO:0005829; GO:0006096; GO:0006099; GO:0030976; GO:0042802; GO:0045252",NA,"Itself; P0AFG6; P63389","GO:0000287 GO:0004591 GO:0005829 GO:0006096 GO:0006099 GO:0030976 GO:0042802 GO:0045252"
"57","P0AGH8","PSTC_ECOLI","reviewed","Phosphate transport system permease protein PstC","pstC phoW b3727 JW3705","Escherichia coli (strain K12)",319,"","948238;","ecj:JW3705;eco:b3727;",NA,NA,"NP_418183.1;WP_000741620.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]; regulation of phosphatase activity [GO:0010921]; response to radiation [GO:0009314]","GO:0005315; GO:0005886; GO:0005887; GO:0009314; GO:0010921; GO:0035435",NA,"","GO:0005315 GO:0005886 GO:0005887 GO:0009314 GO:0010921 GO:0035435"
"58","P33025","PSUG_ECOLI","reviewed","Pseudouridine-5'-phosphate glycosidase (PsiMP glycosidase) (EC 4.2.1.70)","psuG pscG yeiN b2165 JW2152","Escherichia coli (strain K12)",312,"4.2.1.70","946699;","ecj:JW2152;eco:b2165;",NA,NA,"NP_416670.1;WP_001292460.1;",NA,"hydrolase activity, acting on glycosyl bonds [GO:0016798]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]; pseudouridylate synthase activity [GO:0004730]; nucleobase catabolic process [GO:0046113]; protein homotrimerization [GO:0070207]","GO:0004730; GO:0016798; GO:0030145; GO:0042802; GO:0046113; GO:0070207",NA,"","GO:0004730 GO:0016798 GO:0030145 GO:0042802 GO:0046113 GO:0070207"
"59","P30235","PSUK_ECOLI","reviewed","Pseudouridine kinase (EC 2.7.1.83)","psuK pscK yeiC b2166 JW2153","Escherichia coli (strain K12)",313,"2.7.1.83","946664;","ecj:JW2153;eco:b2166;",NA,NA,"NP_416671.1;WP_001208118.1;",NA,"ATP binding [GO:0005524]; carbohydrate kinase activity [GO:0019200]; pseudouridine kinase activity [GO:0050225]","GO:0005524; GO:0019200; GO:0050225",NA,"","GO:0005524 GO:0019200 GO:0050225"
"60","P33024","PSUT_ECOLI","reviewed","Putative pseudouridine transporter","psuT pscT yeiM b2164 JW2151","Escherichia coli (strain K12)",416,"","946671;","ecj:JW2151;eco:b2164;",NA,NA,"NP_416669.1;WP_000353878.1;",NA,"integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; nucleoside transmembrane transporter activity [GO:0005337]; nucleoside transmembrane transport [GO:1901642]","GO:0005337; GO:0005886; GO:0005887; GO:1901642",NA,"","GO:0005337 GO:0005886 GO:0005887 GO:1901642"
"61","P37177","PT1P_ECOLI","reviewed","Phosphoenolpyruvate-dependent phosphotransferase system (EC 2.7.3.9) (Enzyme I-Ntr) (EINtr) (Phosphotransferase system, enzyme I)","ptsP ygdF ygdO b2829 JW2797","Escherichia coli (strain K12)",748,"2.7.3.9","947301;","ecj:JW2797;eco:b2829;",NA,NA,"NP_417306.1;WP_000957910.1;",NA,"cytoplasm [GO:0005737]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; protein phosphorylation [GO:0006468]; response to organonitrogen compound [GO:0010243]","GO:0005737; GO:0006468; GO:0008965; GO:0009401; GO:0010243; GO:0016301; GO:0046872",NA,"","GO:0005737 GO:0006468 GO:0008965 GO:0009401 GO:0010243 GO:0016301 GO:0046872"
