"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"4133","Q9HYT8","Q9HYT8_PSEAE","unreviewed","Uncharacterized protein","PA3306","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",200,"","882471;","pae:PA3306;",NA,NA,"NP_251996.1;WP_003115462.1;",NA,"nucleus [GO:0005634]; cytosine C-5 DNA demethylase activity [GO:0051747]; DNA-N1-methyladenine dioxygenase activity [GO:0043734]; ferrous iron binding [GO:0008198]; DNA dealkylation involved in DNA repair [GO:0006307]; oxidative DNA demethylation [GO:0035511]","GO:0005634; GO:0006307; GO:0008198; GO:0035511; GO:0043734; GO:0051747",NA,"","GO:0005634 GO:0006307 GO:0008198 GO:0035511 GO:0043734 GO:0051747"
"4134","Q9HXI3","Q9HXI3_PSEAE","unreviewed","Uncharacterized protein","PA3819","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",182,"","879909;","pae:PA3819;",NA,NA,"NP_252508.1;WP_003092848.1;",NA,"outer membrane [GO:0019867]","GO:0019867",NA,"","GO:0019867"
"4135","Q9I1U6","Q9I1U6_PSEAE","unreviewed","Uncharacterized protein","PA2169","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",150,"","879772;","pae:PA2169;",NA,NA,"NP_250859.1;WP_003113661.1;",NA,"","",NA,"",""
"4136","Q9I161","Q9I161_PSEAE","unreviewed","Probable porin","PA2420","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",472,"","878474;","pae:PA2420;",NA,NA,"NP_251110.1;WP_003122368.1;",NA,"integral component of cell outer membrane [GO:0045203]; porin activity [GO:0015288]; substrate-specific channel activity [GO:0022838]","GO:0015288; GO:0022838; GO:0045203",NA,"","GO:0015288 GO:0022838 GO:0045203"
"4137","Q9I6U8","Q9I6U8_PSEAE","unreviewed","Probable permease of ABC transporter","PA0185","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",538,"","879256;","pae:PA0185;",NA,NA,"NP_248875.1;WP_003106694.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cellular response to sulfur starvation [GO:0010438]; transmembrane transport [GO:0055085]","GO:0005886; GO:0010438; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0010438 GO:0016021 GO:0055085"
"4138","Q9I0D7","Q9I0D7_PSEAE","unreviewed","Uncharacterized protein","PA2705","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",393,"","882797;","pae:PA2705;",NA,NA,"NP_251395.1;WP_003101527.1;",NA,"","",NA,"",""
"4139","Q9I5E5","Q9I5E5_PSEAE","unreviewed","Uncharacterized protein","PA0793","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",395,"","878041;","pae:PA0793;",NA,NA,"NP_249484.1;WP_003114192.1;",NA,"isomerase activity [GO:0016853]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]","GO:0016853; GO:0019629",NA,"","GO:0016853 GO:0019629"
"4140","Q9I6S1","Q9I6S1_PSEAE","unreviewed","Probable transcriptional regulator","PA0217","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",309,"","883005;","pae:PA0217;",NA,NA,"NP_248908.1;WP_003084019.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700",NA,"","GO:0003677 GO:0003700"
"4141","Q9I678","Q9I678_PSEAE","unreviewed","Probable oxidoreductase","PA0439","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",425,"","877580;","pae:PA0439;",NA,NA,"NP_249130.1;WP_010895509.1;",NA,"cytoplasm [GO:0005737]; dihydropyrimidine dehydrogenase (NADP+) activity [GO:0017113]; dihydrouracil dehydrogenase (NAD+) activity [GO:0004159]; iron-sulfur cluster binding [GO:0051536]; NADH dehydrogenase activity [GO:0003954]; NADP binding [GO:0050661]; protein homodimerization activity [GO:0042803]; uracil binding [GO:0002058]; thymine catabolic process [GO:0006210]; uracil catabolic process [GO:0006212]","GO:0002058; GO:0003954; GO:0004159; GO:0005737; GO:0006210; GO:0006212; GO:0017113; GO:0042803; GO:0050661; GO:0051536",NA,"","GO:0002058 GO:0003954 GO:0004159 GO:0005737 GO:0006210 GO:0006212 GO:0017113 GO:0042803 GO:0050661 GO:0051536"
"4142","Q9I1F1","Q9I1F1_PSEAE","unreviewed","Probable permease of ABC transporter","PA2327","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",254,"","883075;","pae:PA2327;",NA,NA,"NP_251017.1;WP_003107734.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; cellular response to sulfur starvation [GO:0010438]; transmembrane transport [GO:0055085]","GO:0005886; GO:0010438; GO:0016021; GO:0055085",NA,"","GO:0005886 GO:0010438 GO:0016021 GO:0055085"
"4143","Q9I370","Q9I370_PSEAE","unreviewed","Probable glutathione S-transferase","PA1655","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",200,"","882280;","pae:PA1655;",NA,NA,"NP_250346.1;WP_003097816.1;",NA,"transferase activity [GO:0016740]","GO:0016740",NA,"","GO:0016740"
"4144","Q9I2A1","Q9I2A1_PSEAE","unreviewed","Probable transcriptional regulator","PA2010","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",267,"","879546;","pae:PA2010;",NA,NA,"NP_250700.1;WP_003111362.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]","GO:0003677; GO:0003700; GO:0045892",NA,"","GO:0003677 GO:0003700 GO:0045892"
"4145","Q9I109","Q9I109_PSEAE","unreviewed","Probable glutathione S-transferase","PA2473","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",214,"","882919;","pae:PA2473;",NA,NA,"NP_251163.1;WP_003113293.1;",NA,"cytoplasm [GO:0005737]; glutathione transferase activity [GO:0004364]; maleylacetoacetate isomerase activity [GO:0016034]; glutathione metabolic process [GO:0006749]; L-phenylalanine catabolic process [GO:0006559]","GO:0004364; GO:0005737; GO:0006559; GO:0006749; GO:0016034",NA,"","GO:0004364 GO:0005737 GO:0006559 GO:0006749 GO:0016034"
"4146","Q9I623","Q9I623_PSEAE","unreviewed","Uncharacterized protein","PA0495","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",292,"","878118;","pae:PA0495;",NA,NA,"NP_249186.1;WP_003113253.1;",NA,"","",NA,"",""
"4147","Q9HY76","Q9HY76_PSEAE","unreviewed","Probable oxidoreductase","PA3534","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",702,"","880012;","pae:PA3534;",NA,NA,"NP_252224.1;WP_003112888.1;",NA,"molybdopterin cofactor binding [GO:0043546]; oxidoreductase activity [GO:0016491]","GO:0016491; GO:0043546",NA,"","GO:0016491 GO:0043546"
"4148","Q9I257","Q9I257_PSEAE","unreviewed","Probable binding protein component of ABC transporter","PA2058","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",602,"","878515;","pae:PA2058;",NA,NA,"NP_250748.1;WP_003103635.1;",NA,"ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; microcin transport [GO:0042884]","GO:0030288; GO:0042884; GO:0043190; GO:1904680",NA,"","GO:0030288 GO:0042884 GO:0043190 GO:1904680"
"4149","Q9HTK4","Q9HTK4_PSEAE","unreviewed","Glycolate oxidase subunit GlcE","glcE PA5354","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",359,"","877711;","pae:PA5354;",NA,NA,"NP_254041.1;WP_003114371.1;",NA,"FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]","GO:0016491; GO:0071949",NA,"","GO:0016491 GO:0071949"
"4150","Q9I6W1","Q9I6W1_PSEAE","unreviewed","Uncharacterized protein","PA0171","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",180,"","882156;","pae:PA0171;",NA,NA,"NP_248861.1;WP_003083916.1;",NA,"","",NA,"",""
"4151","Q9HZT8","Q9HZT8_PSEAE","unreviewed","Uncharacterized protein","PA2909","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",242,"","882686;","pae:PA2909;",NA,NA,"NP_251599.1;WP_003114021.1;",NA,"precorrin-6A reductase activity [GO:0016994]; cobalamin biosynthetic process [GO:0009236]","GO:0009236; GO:0016994",NA,"","GO:0009236 GO:0016994"
"4152","Q9I151","Q9I151_PSEAE","unreviewed","Uncharacterized protein","PA2431","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",724,"","882844;","pae:PA2431;",NA,NA,"NP_251121.1;WP_003113074.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857",NA,"","GO:0005886 GO:0016021 GO:0022857"
"4153","Q9HY56","Q9HY56_PSEAE","unreviewed","Phosphofructokinase","fruK PA3561","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",314,"","880224;","pae:PA3561;",NA,NA,"NP_252251.1;WP_003112874.1;",NA,"cytosol [GO:0005829]; 1-phosphofructokinase activity [GO:0008662]; ATP binding [GO:0005524]; phosphofructokinase activity [GO:0008443]","GO:0005524; GO:0005829; GO:0008443; GO:0008662",NA,"","GO:0005524 GO:0005829 GO:0008443 GO:0008662"
"4154","Q9I3W3","Q9I3W3_PSEAE","unreviewed","Uncharacterized protein","PA1381","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",163,"","879319;","pae:PA1381;",NA,NA,"NP_250072.1;WP_003115609.1;",NA,"","",NA,"",""
"4155","Q9I4Y8","Q9I4Y8_PSEAE","unreviewed","Uncharacterized protein","PA0981","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",207,"","878612;","pae:PA0981;",NA,NA,"NP_249672.1;WP_010895530.1;",NA,"","",NA,"",""
"4156","Q9HY12","Q9HY12_PSEAE","unreviewed","Uncharacterized protein","PA3614","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",467,"","880123;","pae:PA3614;",NA,NA,"NP_252304.1;WP_003113875.1;",NA,"","",NA,"",""
"4157","Q9HZP1","Q9HZP1_PSEAE","unreviewed","Probable transcriptional regulator","PA2957","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",212,"","880200;","pae:PA2957;",NA,NA,"NP_251647.1;WP_003091114.1;",NA,"DNA binding [GO:0003677]","GO:0003677",NA,"","GO:0003677"
"4158","Q9I319","Q9I319_PSEAE","unreviewed","Type III secretion outer membrane protein PscC","pscC PA1716","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",600,"","881978;","pae:PA1716;",NA,NA,"NP_250407.1;WP_003100753.1;",NA,"cell outer membrane [GO:0009279]; protein transporter activity [GO:0008565]; protein secretion by the type III secretion system [GO:0030254]","GO:0008565; GO:0009279; GO:0030254",NA,"","GO:0008565 GO:0009279 GO:0030254"
"4159","Q9I688","Q9I688_PSEAE","unreviewed","Uncharacterized protein","PA0429","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",356,"","877779;","pae:PA0429;",NA,NA,"NP_249120.1;WP_003114898.1;",NA,"","",NA,"",""
"4160","Q9HY54","Q9HY54_PSEAE","unreviewed","Fructose transport system repressor FruR","fruR PA3563","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",329,"","878245;","pae:PA3563;",NA,NA,"NP_252253.1;WP_003104372.1;",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]; response to fructose [GO:0009750]","GO:0003677; GO:0006355; GO:0009750",NA,"","GO:0003677 GO:0006355 GO:0009750"
"4161","Q9I4V4","Q9I4V4_PSEAE","unreviewed","Probable acyl-CoA dehydrogenase","PA1020","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",370,"","877573;","pae:PA1020;",NA,NA,"NP_249711.1;WP_010895534.1;",NA,"mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]","GO:0005739; GO:0016627; GO:0050660",NA,"","GO:0005739 GO:0016627 GO:0050660"
"4162","Q9HYW5","Q9HYW5_PSEAE","unreviewed","Uncharacterized protein","PA3276","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",140,"","882439;","pae:PA3276;",NA,NA,"NP_251966.1;WP_003091617.1;",NA,"","",NA,"",""
"4163","Q9I1U3","Q9I1U3_PSEAE","unreviewed","Uncharacterized protein","PA2172","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",358,"","881273;","pae:PA2172;",NA,NA,"NP_250862.1;WP_003088971.1;",NA,"aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]","GO:0004177; GO:0046872",NA,"","GO:0004177 GO:0046872"
"4164","Q9I0D2","Q9I0D2_PSEAE","unreviewed","Uncharacterized protein","PA2710","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",204,"","878932;","pae:PA2710;",NA,NA,"NP_251400.1;WP_003114384.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; homoserine transmembrane transporter activity [GO:0042970]; homoserine transport [GO:0042968]","GO:0005886; GO:0016021; GO:0042968; GO:0042970",NA,"","GO:0005886 GO:0016021 GO:0042968 GO:0042970"
"4165","Q9I379","Q9I379_PSEAE","unreviewed","Probable chemotaxis transducer","PA1646","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",652,"","877903;","pae:PA1646;",NA,NA,"NP_250337.1;WP_003114601.1;",NA,"integral component of membrane [GO:0016021]; signal transduction [GO:0007165]","GO:0007165; GO:0016021",NA,"","GO:0007165 GO:0016021"
"4166","G3XCV0","G3XCV0_PSEAE","unreviewed","Transcriptional regulator FleQ","fleQ PA1097","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",490,"","881960;","pae:PA1097;",NA,NA,"NP_249788.1;WP_003086448.1;",NA,"protein-DNA complex [GO:0032993]; ATP binding [GO:0005524]; bacterial-type RNA polymerase core promoter sequence-specific DNA binding [GO:0000985]; bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding [GO:0001216]; bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding [GO:0001217]; cyclic-di-GMP binding [GO:0035438]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; negative regulation of extracellular matrix assembly [GO:1901202]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of cilium-dependent cell motility [GO:2000155]; regulation of bacterial-type flagellum-dependent cell motility [GO:1902021]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0000976; GO:0000985; GO:0001216; GO:0001217; GO:0005524; GO:0006351; GO:0006355; GO:0008134; GO:0010811; GO:0032993; GO:0035438; GO:1901202; GO:1902021; GO:2000155",NA,"","GO:0000976 GO:0000985 GO:0001216 GO:0001217 GO:0005524 GO:0006351 GO:0006355 GO:0008134 GO:0010811 GO:0032993 GO:0035438 GO:1901202 GO:1902021 GO:2000155"
"4167","G3XD84","G3XD84_PSEAE","unreviewed","Type 4 fimbrial biogenesis protein PilV","pilV PA4551","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",185,"","879607;","pae:PA4551;",NA,NA,"NP_253241.1;WP_003119423.1;",NA,"integral component of membrane [GO:0016021]; membrane [GO:0016020]; type IV pilus [GO:0044096]; pilus assembly [GO:0009297]; type IV pilus biogenesis [GO:0043683]; type IV pilus-dependent motility [GO:0043107]","GO:0009297; GO:0016020; GO:0016021; GO:0043107; GO:0043683; GO:0044096",NA,"","GO:0009297 GO:0016020 GO:0016021 GO:0043107 GO:0043683 GO:0044096"
"4168","Q9I1Q9","Q9I1Q9_PSEAE","unreviewed","Uncharacterized protein","PA2208","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",176,"","879197;","pae:PA2208;",NA,NA,"NP_250898.1;WP_003113696.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"4169","G3XCW3","G3XCW3_PSEAE","unreviewed","B-band O-antigen polymerase","wzy PA3154","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",438,"","882652;","pae:PA3154;",NA,NA,"NP_251844.1;WP_003124381.1;",NA,"Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; periplasmic side of plasma membrane [GO:0098567]; plasma membrane [GO:0005886]; O antigen polymerase activity [GO:0008755]; transferase activity, transferring glycosyl groups [GO:0016757]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243]","GO:0005886; GO:0008755; GO:0009103; GO:0009243; GO:0009276; GO:0016020; GO:0016021; GO:0016757; GO:0043165; GO:0098567",NA,"","GO:0005886 GO:0008755 GO:0009103 GO:0009243 GO:0009276 GO:0016020 GO:0016021 GO:0016757 GO:0043165 GO:0098567"
"4170","Q9HV85","Q9HV85_PSEAE","unreviewed","Uncharacterized protein","PA4713","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",149,"","881560;","pae:PA4713;",NA,NA,"NP_253401.1;WP_003095105.1;",NA,"integral component of membrane [GO:0016021]","GO:0016021",NA,"","GO:0016021"
"4171","Q9HZE1","Q9HZE1_PSEAE","unreviewed","Probable transcriptional regulator","PA3067","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",147,"","878663;","pae:PA3067;",NA,NA,"NP_251757.1;WP_003109601.1;",NA,"DNA-binding transcription factor activity [GO:0003700]","GO:0003700",NA,"","GO:0003700"
"4172","Q9HUB9","Q9HUB9_PSEAE","unreviewed","Uncharacterized protein","PA5064","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",208,"","879744;","pae:PA5064;",NA,NA,"NP_253751.1;WP_003115043.1;",NA,"ubiquinone biosynthetic process from chorismate [GO:0032150]","GO:0032150",NA,"","GO:0032150"
"4173","Q9HVQ6","Q9HVQ6_PSEAE","unreviewed","Uncharacterized protein","PA4516","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",271,"","881122;","pae:PA4516;",NA,NA,"NP_253206.1;WP_003112848.1;",NA,"","",NA,"",""
"4174","Q9I6Z7","Q9I6Z7_PSEAE","unreviewed","Uncharacterized protein","PA0135","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",46,"","879398;","pae:PA0135;",NA,NA,"NP_248825.1;WP_003119519.1;",NA,"","",NA,"",""
"4175","Q9HVD9","Q9HVD9_PSEAE","unreviewed","Uncharacterized protein","PA4653","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",315,"","881302;","pae:PA4653;",NA,NA,"NP_253342.1;WP_003099330.1;",NA,"","",NA,"",""
"4176","Q9I4I3","Q9I4I3_PSEAE","unreviewed","Uncharacterized protein","PA1154","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",177,"","877656;","pae:PA1154;",NA,NA,"NP_249845.1;WP_003112472.1;",NA,"sequence-specific DNA binding [GO:0043565]; transposase activity [GO:0004803]; DNA recombination [GO:0006310]; transposition, DNA-mediated [GO:0006313]","GO:0004803; GO:0006310; GO:0006313; GO:0043565",NA,"","GO:0004803 GO:0006310 GO:0006313 GO:0043565"
"4177","Q9HUA0","Q9HUA0_PSEAE","unreviewed","Uncharacterized protein","PA5083","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",116,"","880265;","pae:PA5083;",NA,NA,"NP_253770.1;WP_003095925.1;",NA,"","",NA,"",""
"4178","Q9I6P8","Q9I6P8_PSEAE","unreviewed","Probable porin","PA0240","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",421,"","881911;","pae:PA0240;",NA,NA,"NP_248931.1;WP_003101864.1;",NA,"integral component of cell outer membrane [GO:0045203]; porin activity [GO:0015288]; substrate-specific channel activity [GO:0022838]","GO:0015288; GO:0022838; GO:0045203",NA,"","GO:0015288 GO:0022838 GO:0045203"
"4179","Q9I6U4","Q9I6U4_PSEAE","unreviewed","Acid phosphatase (EC 3.1.3.2)","PA0190","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",241,"3.1.3.2","883097;","pae:PA0190;",NA,NA,"NP_248880.1;WP_003083962.1;",NA,"outer membrane-bounded periplasmic space [GO:0030288]; acid phosphatase activity [GO:0003993]","GO:0003993; GO:0030288",NA,"","GO:0003993 GO:0030288"
"4180","G3XCV8","G3XCV8_PSEAE","unreviewed","Uncharacterized protein","PA2405","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",109,"","878222;","pae:PA2405;",NA,NA,"NP_251095.1;WP_003089624.1;",NA,"","",NA,"",""
"4181","Q9HZ21","Q9HZ21_PSEAE","unreviewed","Uncharacterized protein","PA3219","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",270,"","882547;","pae:PA3219;",NA,NA,"NP_251909.1;WP_003091510.1;",NA,"extrinsic component of plasma membrane [GO:0019897]; UDP-2,3-diacylglucosamine hydrolase activity [GO:0008758]; lipid A biosynthetic process [GO:0009245]","GO:0008758; GO:0009245; GO:0019897",NA,"","GO:0008758 GO:0009245 GO:0019897"
"4182","Q9HY77","Q9HY77_PSEAE","unreviewed","Glutaredoxin","PA3533","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",108,"","880011;","pae:PA3533;",NA,NA,"NP_252223.1;WP_003092082.1;",NA,"cell [GO:0005623]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; glutathione disulfide oxidoreductase activity [GO:0015038]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; cellular response to antibiotic [GO:0071236]","GO:0005623; GO:0009055; GO:0015035; GO:0015038; GO:0045454; GO:0046872; GO:0051537; GO:0071236",NA,"","GO:0005623 GO:0009055 GO:0015035 GO:0015038 GO:0045454 GO:0046872 GO:0051537 GO:0071236"
"4183","G3XCT7","G3XCT7_PSEAE","unreviewed","AmpG","ampG PA4393","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",594,"","881279;","pae:PA4393;",NA,NA,"NP_253083.1;WP_003112756.1;",NA,"Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; acetyl-CoA transmembrane transporter activity [GO:0008521]; solute:proton symporter activity [GO:0015295]; transmembrane transporter activity [GO:0022857]; peptidoglycan transport [GO:0015835]; regulation of beta-lactamase activity [GO:0033252]; response to antibiotic [GO:0046677]","GO:0008521; GO:0009276; GO:0015295; GO:0015835; GO:0016021; GO:0022857; GO:0033252; GO:0046677",NA,"","GO:0008521 GO:0009276 GO:0015295 GO:0015835 GO:0016021 GO:0022857 GO:0033252 GO:0046677"
"4184","Q9HVJ2","Q9HVJ2_PSEAE","unreviewed","Probable ATP-binding component of ABC transporter","PA4594","Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)",228,"","881053;","pae:PA4594;",NA,NA,"NP_253284.1;WP_003112804.1;",NA,"ATP binding [GO:0005524]; ATPase activity [GO:0016887]","GO:0005524; GO:0016887",NA,"","GO:0005524 GO:0016887"
